StayDate,ProductID,InventoryType,Quantity,AvgPrice,GrossRevenue,Cost,Profit
6/13/23,600,SHOW,762,131.4851,100755.46,73813.52,26941.94
6/13/23,741,HOTEL,16,47.5617,821.9,625.8,120.94
6/13/23,93,SHOW,315,94.7726,29012.66,22127.66,6885
6/13/23,2292,SHOW,65,89.5057,5860.11,4015.99,1844.12
6/13/23,3440,SHOW,74,105.142,7525.04,5200.46,2324.58
6/13/23,7621,SHOW,76,44.7538,2960.33,2075.12,885.21
6/13/23,7810,SHOW,37,41.5937,1273.58,899.1,374.48
6/13/23,4153,SHOW,55,71.8293,3869.66,2520.8,1348.86
6/13/23,1138,SHOW,164,42.424,6273.3,4000,2273.3
6/13/23,7791,HOTEL,1,214.29,214.29,170.1,21.43
6/13/23,726,HOTEL,47,44.9206,2202.79,1651.46,330.35
6/13/23,806,HOTEL,1,112.09,112.09,84.32,16.81
6/13/23,798,HOTEL,2,80.55,161.1,121.18,24.16
6/13/23,7687,SHOW,24,86.584,2065.5,1387.36,678.14
6/13/23,2669,SHOW,66,193.4472,12813.12,9461.26,3351.86
6/13/23,777,HOTEL,28,172.743,4493.12,3426.48,608.17
6/13/23,7754,SHOW,40,63.126,2474.13,1716.9,757.23
6/13/23,1109,HOTEL,5,141.7983,702.12,520.9,111.51
6/13/23,140,SHOW,851,125.6612,103164.83,75745.03,27419.8
6/13/23,763,HOTEL,1,52.76,52.76,37.22,10.56
6/13/23,3036,SHOW,13,54.6542,703.05,449.13,253.92
6/13/23,737,HOTEL,62,64.9777,4127.59,3160.86,543.78
6/13/23,7774,SHOW,100,70.9143,7151.26,5051.76,2099.5
6/13/23,792,HOTEL,121,30.9334,4188.59,3035.19,747.21
6/13/23,7586,SHOW,31,160.9983,4805.12,3450.89,1354.23
6/13/23,746,HOTEL,2,51.02,102.04,76.5,15.3
6/13/23,7795,SHOW,5,72.02,360.1,260.15,99.95
6/13/23,3053,SHOW,96,51.3416,4992.53,3176.8,1815.73
6/13/23,891,HOTEL,2,619.91,1239.82,929.48,185.97
6/13/23,2088,SHOW,21,40.9733,805.69,477.72,327.97
6/13/23,3480,SHOW,56,65.8883,3337.26,2169.39,1167.87
6/13/23,778,HOTEL,102,120.2909,12048.84,8793.51,2078.79
6/13/23,1555,HOTEL,3,251.0833,753.25,587,87.71
6/13/23,748,HOTEL,11,67.882,798.34,579.31,143.72
6/13/23,743,HOTEL,7,59.8227,410.78,309,61.61
6/13/23,774,HOTEL,15,98.0041,1394.88,1063.07,189.6
6/13/23,7741,HOTEL,5,236.505,1117.56,807.33,202.21
6/13/23,7853,SHOW,166,108.5605,17773.68,12272.92,5500.76
6/13/23,715,HOTEL,9,314.5089,2830.58,1872.4,707.65
6/13/23,627,SHOW,55,53.2775,3019.54,1958.45,1061.09
6/13/23,1787,SHOW,84,83.942,6998.23,5203.79,1794.44
6/13/23,773,HOTEL,13,56.1146,754.95,555.87,124.71
6/13/23,4369,HOTEL,32,45.909,1429.1,1078.14,206.7
6/13/23,4300,HOTEL,73,49.7832,3622.63,2670.08,595.23
6/13/23,7448,SHOW,140,44.4645,5430.52,3800.84,1629.68
6/13/23,7602,SHOW,123,52.8129,6458.59,4542.33,1916.26
6/13/23,722,HOTEL,6,259.1033,1554.62,1184.14,212.04
6/13/23,5940,SHOW,212,102.0427,21745.37,16378,5367.37
6/13/23,7286,SHOW,46,61.4085,2822.88,2023.4,799.48
6/13/23,816,HOTEL,3,137.28,411.84,297.86,74.13
6/13/23,3802,SHOW,9,35.945,327.65,206.42,121.23
6/13/23,2685,SHOW,13,100.44,1302.37,944.28,358.09
6/13/23,4097,HOTEL,2,110.345,220.69,156.24,44.14
6/13/23,118,SHOW,108,74.4819,7540.63,5027.05,2513.58
6/13/23,783,HOTEL,9,119.9175,951.93,734.5,119.15
6/13/23,1963,SHOW,34,79.6275,2571.35,2072.41,498.94
6/13/23,785,HOTEL,7,55.0025,439.36,326.94,68.66
6/13/23,3481,SHOW,12,52.712,640.91,408.34,232.57
6/13/23,779,HOTEL,3,179.5167,538.55,380,107.71
6/13/23,813,HOTEL,36,106.3576,3925.82,2861.5,681.42
6/13/23,1051,HOTEL,3,615.81,1847.43,1417.59,240.16
6/13/23,135,SHOW,50,49.1787,2494.94,1705.29,789.65
6/13/23,4116,SHOW,33,74.6366,2443.46,1628.35,815.11
6/13/23,713,HOTEL,22,115.2892,2381.85,1786.33,356.52
6/13/23,787,HOTEL,42,120.4399,5457.46,4091.42,818.61
6/13/23,5894,SHOW,22,68.73,1517,964.04,552.96
6/13/23,776,HOTEL,3,196.0833,588.25,441,88.24
6/13/23,756,HOTEL,1,257.93,257.93,193.37,38.69
6/13/23,804,HOTEL,84,30.0347,2488.44,1741.8,513.58
6/13/23,7970,SHOW,7,73.86,513.86,333.22,180.64
6/13/23,7767,SHOW,79,84.5808,6598.55,4714.1,1884.45
6/13/23,788,HOTEL,10,70.3237,726.99,525.78,130.86
6/13/23,1815,SHOW,45,92.0194,4102.05,3001.2,1100.85
6/13/23,807,HOTEL,1,77.75,77.75,55.92,14
6/13/23,704,HOTEL,27,77.9932,2137.92,1599.16,324.82
6/13/23,7826,HOTEL,3,599.5,1798.5,1380.05,233.8
6/13/23,7446,HOTEL,1,197.28,197.28,156.6,19.73
6/13/23,814,HOTEL,8,119.9278,975.76,708.3,172.69
6/13/23,54,SHOW,600,135.1355,77875.76,61051.81,16823.95
6/13/23,3813,SHOW,104,73.0268,7717.33,5428.28,2289.05
6/13/23,6995,SHOW,22,45.3185,1023.08,627.42,395.66
6/13/23,7389,SHOW,137,80.0985,10832.04,7945.29,2886.75
6/13/23,594,SHOW,12,119.28,1422.68,976.3,446.38
6/13/23,7732,HOTEL,2,129.27,258.54,187.6,46.55
6/14/23,3440,SHOW,74,106.0295,7404.78,5112.46,2292.32
6/14/23,777,HOTEL,69,92.1941,7404.56,5631.41,1019.63
6/14/23,2669,SHOW,96,201.8096,19522.32,14413.44,5108.88
6/14/23,7853,SHOW,128,105.5512,13801.19,9538.49,4262.7
6/14/23,602,SHOW,2,55.55,111.1,71.1,40
6/14/23,763,HOTEL,7,68.5125,453.86,320.22,90.79
6/14/23,3802,SHOW,22,41.017,900.52,571.84,328.68
6/14/23,1109,HOTEL,1,176.95,176.95,135.78,23
6/14/23,800,HOTEL,9,180.5453,1603.91,1138.89,312.63
6/14/23,2414,HOTEL,1,362.82,362.82,278.4,47.17
6/14/23,783,HOTEL,32,107.6277,3697.89,2848.61,468.15
6/14/23,720,HOTEL,1,54.91,54.91,41.3,8.24
6/14/23,804,HOTEL,68,50.2423,3674.97,2556.5,776.39
6/14/23,1699,HOTEL,8,182.5166,1485.05,1139.52,193.06
6/14/23,779,HOTEL,7,87.528,656.53,496.04,94.13
6/14/23,7389,SHOW,162,78.9853,12724.05,9304.58,3419.47
6/14/23,7911,SHOW,9,67.8266,600.76,411.64,189.12
6/14/23,1878,SHOW,135,59.7007,7809.77,5029.29,2780.48
6/14/23,7899,SHOW,16,68.23,1082,704.86,377.14
6/14/23,2088,SHOW,6,44.015,282.34,168.72,113.62
6/14/23,1138,SHOW,148,37.6607,5405.5,3440,1965.5
6/14/23,3053,SHOW,93,52.066,4865.29,3098.15,1767.14
6/14/23,776,HOTEL,8,241.0694,1905.69,1462.3,247.73
6/14/23,814,HOTEL,15,80.2126,1305.05,979.5,194.52
6/14/23,423,SHOW,49,134.411,6697.23,5179.09,1518.14
6/14/23,792,HOTEL,86,47.005,4848.85,3556.43,816.56
6/14/23,3480,SHOW,113,65.079,6614.29,4296.52,2317.77
6/14/23,737,HOTEL,99,64.9366,6566.44,5028.08,865.59
6/14/23,7286,SHOW,63,65.65,4113.86,2978.99,1134.87
6/14/23,774,HOTEL,52,97.3142,5170.72,3956.61,684.7
6/14/23,812,HOTEL,3,216.37,649.11,498.08,84.38
6/14/23,7959,SHOW,80,83.7188,6590.25,4847.28,1742.97
6/14/23,3036,SHOW,24,59.6211,1424.95,920.38,504.57
6/14/23,778,HOTEL,262,96.2325,26944.9,19643.33,4673.24
6/14/23,7249,SHOW,182,88.5912,16102.39,11516.7,4585.69
6/14/23,4213,HOTEL,2,132.095,264.19,196.82,41.03
6/14/23,7773,SHOW,39,70.355,2820.5,2016.81,803.69
6/14/23,2292,SHOW,65,90.2139,5946.86,4091.01,1855.85
6/14/23,6995,SHOW,9,48.5775,460.01,282.99,177.02
6/14/23,8025,SHOW,5,37.59,194.18,117.73,76.45
6/14/23,7448,SHOW,148,45.3089,6140.82,4299.1,1841.72
6/14/23,5940,SHOW,201,106.3945,21116.61,15904.05,5212.56
6/14/23,7767,SHOW,71,83.5011,5748.37,4095.19,1653.18
6/14/23,7787,SHOW,130,105.8645,13900.56,10096.1,3804.46
6/14/23,4078,SHOW,17,39.295,699.13,440.35,258.78
6/14/23,2685,SHOW,15,87.5516,1276.22,916.03,360.19
6/14/23,726,HOTEL,50,48.943,2589.11,1941.02,388.32
6/14/23,7525,SHOW,497,141.8891,69899.62,54154.31,15745.31
6/14/23,7073,SHOW,129,82.063,10235.64,7567.77,2667.87
6/14/23,92,SHOW,48,86.5712,4080.42,2994.35,1086.07
6/14/23,790,HOTEL,2,181.84,363.68,284.24,42.48
6/14/23,135,SHOW,25,50.7977,1239.08,848.64,390.44
6/14/23,7688,SHOW,78,68.6267,5353.29,3422.99,1930.3
6/14/23,813,HOTEL,67,97.6716,6662.78,4869.87,1141.27
6/14/23,743,HOTEL,3,65.1225,186.08,138,30.14
6/14/23,741,HOTEL,4,40.4766,158.72,116.2,28.56
6/14/23,7875,SHOW,20,65.8885,1346.4,862.72,483.68
6/14/23,7697,SHOW,62,74.0128,4528.5,3009.18,1519.32
6/14/23,715,HOTEL,16,348.2774,6529.81,5018.93,839.34
6/14/23,118,SHOW,116,69.7004,7993.29,5296.6,2696.69
6/14/23,3578,SHOW,141,58.4462,8136.32,5247.15,2889.17
6/14/23,4368,SHOW,62,61.218,3978.72,2857.52,1121.2
6/14/23,93,SHOW,335,97.6294,32118.21,24551.06,7567.15
6/14/23,773,HOTEL,49,55.2652,2697.38,2002.71,426.79
6/14/23,4097,HOTEL,2,66.1,132.2,93.6,26.44
6/14/23,2032,HOTEL,1,21.82,21.82,16.8,2.84
6/14/23,704,HOTEL,26,117.377,3118.96,2320.23,488.29
6/14/23,7772,SHOW,47,87.8475,4138.75,3001.58,1137.17
6/14/23,1555,HOTEL,2,152.1,304.2,220,54.76
6/14/23,713,HOTEL,46,96.2523,5076.77,3840.24,722.71
6/14/23,594,SHOW,12,132.56,1621.88,1113.58,508.3
6/14/23,816,HOTEL,13,234.8403,3158.65,2432.49,400.68
6/14/23,891,HOTEL,8,275.501,2169.96,1615.8,337.95
6/14/23,7798,SHOW,17,44.5514,800.75,507.17,293.58
6/14/23,7774,SHOW,79,72.1661,5678.46,4014.28,1664.18
6/14/23,784,HOTEL,2,57.34,114.68,86.27,17.2
6/14/23,1051,HOTEL,4,196.8575,787.43,604.22,102.36
6/14/23,756,HOTEL,5,109.1766,585.59,419.31,110.17
6/14/23,926,SHOW,61,105.3858,5910.4,4424.08,1486.32
6/14/23,7757,HOTEL,1,101.2,101.2,80.33,10.12
6/14/23,8018,SHOW,2,92.41,184.82,139.76,45.06
6/14/23,742,HOTEL,63,112.9786,8307.35,6228.08,1245.95
6/14/23,722,HOTEL,10,186.1006,2135.95,1583.18,340.95
6/14/23,7434,SHOW,42,151.9808,5886.54,4218.5,1668.04
6/14/23,1787,SHOW,75,82.5216,6090.8,4514.03,1576.77
6/14/23,1549,HOTEL,2,89.495,178.99,134.64,26.85
6/14/23,1729,HOTEL,4,337.5325,1350.13,1036,175.52
6/14/23,748,HOTEL,20,108.5554,2435.46,1800.36,401.07
6/14/23,1906,SHOW,446,108.7459,47645.66,36595.92,11049.74
6/14/23,4153,SHOW,60,71.5361,4110.26,2811.6,1298.66
6/14/23,7924,SHOW,4,49.53,198.12,124.8,73.32
6/14/23,5894,SHOW,17,74.4228,1296.8,837.76,459.04
6/14/23,787,HOTEL,47,155.3146,6742.53,5061.6,1003.65
6/14/23,599,SHOW,619,216.999,132852.22,109386.23,23465.99
6/14/23,4369,HOTEL,60,79.2895,6012.1,4526.74,879.68
6/14/23,8027,SHOW,6,82.48,494.88,326.48,168.4
6/14/23,7754,SHOW,17,57.1314,1070.97,708.57,362.4
6/14/23,4300,HOTEL,70,55.081,4187.69,3045.87,734.32
6/14/23,4116,SHOW,53,76.8305,4053.94,2720.15,1333.79
6/14/23,3481,SHOW,10,42.965,424.8,268.78,156.02
6/14/23,600,SHOW,744,131.6439,97065.21,71090.85,25974.36
6/14/23,81,SHOW,342,88.1205,29807.15,22656.01,7151.14
6/15/23,726,HOTEL,48,67.7181,3502.28,2625.66,525.28
6/15/23,7621,SHOW,64,46.0869,2841.26,2001.6,839.66
6/15/23,7911,SHOW,14,66.536,933.44,639.44,294
6/15/23,777,HOTEL,73,178.0705,13702.5,10556.88,1733.1
6/15/23,7924,SHOW,8,36.83,294.64,185.6,109.04
6/15/23,8025,SHOW,12,27.778,304.68,228.12,76.56
6/15/23,2087,SHOW,203,143.7673,28949.32,19527.75,9421.57
6/15/23,1699,HOTEL,5,405.402,2027.01,1555.38,263.51
6/15/23,4369,HOTEL,45,125.7491,6089.87,4572.66,905.4
6/15/23,7787,SHOW,157,107.2757,16365.57,11861.68,4503.89
6/15/23,7741,HOTEL,9,118.57,927.2,724.56,105.7
6/15/23,1878,SHOW,98,58.2039,5456.99,3523,1933.99
6/15/23,5727,SHOW,40,66.274,2632.2,1724.4,907.8
6/15/23,3122,SHOW,559,173.3179,95371.66,74807.56,20564.1
6/15/23,602,SHOW,1,61.8,61.8,39.55,22.25
6/15/23,3053,SHOW,63,50.9923,3078.26,1955.65,1122.61
6/15/23,1815,SHOW,26,103.465,2690.14,1975.54,714.6
6/15/23,786,HOTEL,8,162.7389,1336.18,1003.44,198.48
6/15/23,4097,HOTEL,7,111.5312,784.45,555.36,156.89
6/15/23,745,HOTEL,3,68.2,199.8,150.29,29.97
6/15/23,3480,SHOW,73,64.5468,4253.28,2761.98,1491.3
6/15/23,7959,SHOW,80,93.2804,6719.87,4956.69,1763.18
6/15/23,4078,SHOW,26,53,1353.56,858.7,494.86
6/15/23,763,HOTEL,1,117.35,117.35,82.8,23.47
6/15/23,6995,SHOW,7,47.0566,335.48,205.95,129.53
6/15/23,2088,SHOW,23,40.1042,857.22,507.64,349.58
6/15/23,7784,SHOW,58,101.1238,5744.88,3916.8,1828.08
6/15/23,792,HOTEL,26,64.6759,2066.83,1423.89,452.44
6/15/23,7810,SHOW,38,39.8175,1322.52,931.6,390.92
6/15/23,748,HOTEL,36,116.3673,4213.64,3135,671.15
6/15/23,751,HOTEL,1,151.73,151.73,109.14,27.31
6/15/23,7765,HOTEL,7,314.3496,2225.39,1766.48,222.55
6/15/23,93,SHOW,303,92.51,27659.92,21099.51,6560.41
6/15/23,7470,SHOW,126,67.5614,8717.38,6421.08,2296.3
6/15/23,891,HOTEL,2,194.73,389.46,291.98,58.42
6/15/23,3285,SHOW,6,57.09,325.84,216.8,109.04
6/15/23,7249,SHOW,168,90.0404,14806.32,10608.16,4198.16
6/15/23,7389,SHOW,96,78.8284,7398.1,5406.88,1991.22
6/15/23,7871,SHOW,18,49.24,934.54,681.25,253.29
6/15/23,2292,SHOW,46,95.5582,4372.83,3003.2,1369.63
6/15/23,926,SHOW,64,105.5058,6403.6,4804.48,1599.12
6/15/23,7836,SHOW,17,30.8,523.6,317.39,206.21
6/15/23,7875,SHOW,6,37.26,223.56,135.66,87.9
6/15/23,4153,SHOW,53,73.1115,3837.52,2508.13,1329.39
6/15/23,7767,SHOW,56,81.8682,4537.85,3231.82,1306.03
6/15/23,814,HOTEL,13,89.9594,1345.04,980.31,233.55
6/15/23,7773,SHOW,27,75.5257,2003.87,1437.2,566.67
6/15/23,599,SHOW,667,207.1873,138135.23,113832.2,24303.03
6/15/23,776,HOTEL,59,191.1461,12173.61,9350.92,1571.59
6/15/23,737,HOTEL,114,97.9289,11458.49,8805.38,1474.98
6/15/23,8018,SHOW,12,68.3325,876.83,642.92,233.91
6/15/23,92,SHOW,20,84.51,1629.08,1194.16,434.92
6/15/23,722,HOTEL,36,127.4146,5627.84,4145.43,927.76
6/15/23,7657,SHOW,192,120.1396,22212.88,16770.87,5442.01
6/15/23,1787,SHOW,45,84.6857,3751.59,2793.93,957.66
6/15/23,788,HOTEL,5,86.7933,476.67,331.96,100.3
6/15/23,6996,SHOW,6,82.2433,493.46,361.56,131.9
6/15/23,7602,SHOW,75,52.2127,4121.44,2895.07,1226.37
6/15/23,800,HOTEL,6,345.96,2075.76,1592.8,269.84
6/15/23,742,HOTEL,36,140.5977,5123.83,3893.75,709.08
6/15/23,7774,SHOW,82,73.5529,6009.35,4251.06,1758.29
6/15/23,7757,HOTEL,7,193.9637,1372.98,1066.19,164.13
6/15/23,1051,HOTEL,21,281.1711,6076.97,4641.4,814.55
6/15/23,774,HOTEL,102,113.3185,12401.56,9521.62,1606.01
6/15/23,5942,SHOW,37,66.65,2413.34,1563,850.34
6/15/23,118,SHOW,97,68.5129,6632.79,4404.9,2227.89
6/15/23,7073,SHOW,109,85.691,9114.78,6759.31,2355.47
6/15/23,627,SHOW,41,64.563,2654.41,1765,889.41
6/15/23,715,HOTEL,15,294.8973,4808.45,3689.67,625.1
6/15/23,7525,SHOW,479,143.0621,68074.41,52831.33,15243.08
6/15/23,1555,HOTEL,3,537.8167,1613.45,1209.6,242.01
6/15/23,4025,HOTEL,3,190.97,572.91,507,0
6/15/23,3802,SHOW,22,42.9122,916.2,582.78,333.42
6/15/23,7772,SHOW,65,90.5305,6046.33,4395.35,1650.98
6/15/23,7448,SHOW,126,40.4219,5130.13,3608.51,1521.62
6/15/23,710,HOTEL,4,80.915,323.66,230.16,64.73
6/15/23,4116,SHOW,47,72.53,3376.86,2238.05,1138.81
6/15/23,741,HOTEL,18,62.188,1248.83,946.4,188.79
6/15/23,785,HOTEL,1,54.75,54.75,41.05,8.21
6/15/23,7658,SHOW,599,93.6226,56783.97,39794.3,16989.67
6/15/23,779,HOTEL,12,168.7504,2505.53,1917.64,331.32
6/15/23,7755,SHOW,16,70.53,1128.48,724.94,403.54
6/15/23,28,SHOW,17,36.1914,611.69,403.61,208.08
6/15/23,778,HOTEL,355,108.4629,40272.09,29417.83,6918.21
6/15/23,704,HOTEL,51,164.0922,8092.61,6066.98,1213.88
6/15/23,5894,SHOW,16,72.47,1159.52,745.36,414.16
6/15/23,7754,SHOW,9,63.7375,608.02,412.39,195.63
6/15/23,81,SHOW,266,92.3292,24691.51,18879.1,5812.41
6/15/23,812,HOTEL,3,236.97,710.91,554,82.78
6/15/23,7853,SHOW,168,108.7304,18179.77,12555.55,5624.22
6/15/23,798,HOTEL,10,80.6772,970.51,730.05,145.58
6/15/23,1963,SHOW,11,65.2033,726.2,524.62,201.58
6/15/23,783,HOTEL,16,158.8044,2733.81,2096.06,357.3
6/15/23,816,HOTEL,50,198.8368,11793.39,9069.22,1510.71
6/15/23,787,HOTEL,55,216.8697,12751.3,9640.15,1821.31
6/15/23,2685,SHOW,15,94.716,1401.31,1005.06,396.25
6/15/23,743,HOTEL,23,86.871,2202.28,1702.5,278.51
6/15/23,784,HOTEL,1,84.75,84.75,63.75,12.71
6/15/23,1906,SHOW,211,102.869,20920.29,16037.44,4882.85
6/15/23,4154,HOTEL,3,198.5033,595.51,432.14,107.19
6/15/23,2669,SHOW,66,199.5647,13201.44,9797.04,3404.4
6/15/23,1109,HOTEL,11,159.0714,1853.02,1395.58,270.71
6/15/23,7688,SHOW,69,69.3623,4686.91,2990.28,1696.63
6/15/23,713,HOTEL,32,155.0737,4865.11,3647.35,729.78
6/15/23,594,SHOW,20,137.0733,2796.8,1920.4,876.4
6/15/23,135,SHOW,47,49.7392,2261.62,1542.66,718.96
6/15/23,804,HOTEL,70,65.9721,4880.19,3416.48,1006.58
6/15/23,7798,SHOW,9,47.4766,434.21,275.17,159.04
6/15/23,7899,SHOW,23,65.1445,1488.1,966.83,521.27
6/15/23,7434,SHOW,12,144.2228,1709.77,1226.58,483.19
6/15/23,3578,SHOW,90,57.38,5124.23,3288,1836.23
6/15/23,756,HOTEL,20,124.879,2486.37,1859.25,378.33
6/15/23,600,SHOW,664,134.8117,85967.05,62978.46,22988.59
6/15/23,773,HOTEL,209,67.7831,14055.33,10500.41,2150.25
6/15/23,7697,SHOW,66,79.7221,5169.79,3492.71,1677.08
6/15/23,813,HOTEL,108,133.0913,13897.66,10702.58,1763.15
6/15/23,709,HOTEL,1,41.35,41.35,29.4,8.27
6/15/23,7826,HOTEL,2,371.885,743.77,570.72,96.69
6/15/23,4300,HOTEL,98,74.9723,7842.83,5803.31,1262.97
6/15/23,3807,SHOW,9,19.04,171.36,103.86,67.5
6/15/23,1549,HOTEL,1,112.09,112.09,84.32,16.81
6/16/23,6996,SHOW,13,92.328,1125.49,832.43,293.06
6/16/23,7970,SHOW,6,70.06,420.36,272.76,147.6
6/16/23,891,HOTEL,6,505.0716,3030.43,2271.9,454.56
6/16/23,627,SHOW,52,61.0414,3189.76,2095.15,1094.61
6/16/23,790,HOTEL,6,245.885,1475.31,1071.51,264.51
6/16/23,8027,SHOW,14,72.96,1002.4,646.8,355.6
6/16/23,787,HOTEL,32,311.0069,9344.75,7005.7,1401.71
6/16/23,1699,HOTEL,7,324.525,2085.9,1600.58,271.17
6/16/23,7995,SHOW,2,72.81,145.62,91.9,53.72
6/16/23,7787,SHOW,183,105.6268,19551.94,14181.02,5370.92
6/16/23,7741,HOTEL,6,247.075,1482.45,1116.4,216.67
6/16/23,742,HOTEL,67,190.7488,12483.51,9405.01,1820.11
6/16/23,704,HOTEL,69,226.896,15212.41,11534.1,2135.06
6/16/23,746,HOTEL,3,119.6,359.35,269.4,53.9
6/16/23,1051,HOTEL,2,393.655,787.31,604.12,102.36
6/16/23,7844,SHOW,12,27.962,337.76,204.84,132.92
6/16/23,1729,HOTEL,22,259.2735,5629.46,4353.33,693.64
6/16/23,118,SHOW,66,73.1587,4744.53,3175.1,1569.43
6/16/23,7784,SHOW,93,105.1293,9614.7,6672,2942.7
6/16/23,7798,SHOW,8,45.4533,361.32,227.64,133.68
6/16/23,2669,SHOW,118,221.8022,26172.06,19318.74,6853.32
6/16/23,3122,SHOW,522,165.1618,85555.43,67226.37,18329.06
6/16/23,7754,SHOW,27,63.2518,1682.95,1104.17,578.78
6/16/23,763,HOTEL,2,289.12,578.24,408,115.65
6/16/23,5942,SHOW,57,60.8246,3425.23,2191,1234.23
6/16/23,7621,SHOW,68,42.5369,2506.89,1763.33,743.56
6/16/23,800,HOTEL,11,241.0875,2687.74,2076.5,333.42
6/16/23,777,HOTEL,61,252.9972,14894.72,11472.17,1887.55
6/16/23,7767,SHOW,75,83.8415,6212.87,4427.36,1785.51
6/16/23,814,HOTEL,11,160.5441,1759.99,1294.2,292.63
6/16/23,3578,SHOW,117,60.206,6975.82,4498.68,2477.14
6/16/23,788,HOTEL,9,133.9087,1184.83,856.88,213.29
6/16/23,93,SHOW,325,101.9644,33264.75,25412.03,7852.72
6/16/23,737,HOTEL,119,141.9475,15240.88,11710.21,1963.89
6/16/23,798,HOTEL,2,164.53,329.06,247.52,49.36
6/16/23,3285,SHOW,3,57.09,179.62,120.86,58.76
6/16/23,722,HOTEL,16,398.3854,6044.21,4562.51,871.23
6/16/23,7389,SHOW,83,78.3131,6429.81,4708.03,1721.78
6/16/23,3444,SHOW,110,116.7057,12749.42,9965.46,2783.96
6/16/23,599,SHOW,636,209.2985,131805.97,108706.38,23099.59
6/16/23,726,HOTEL,74,129.944,8975.21,6728.6,1346.38
6/16/23,720,HOTEL,2,93.99,187.98,136.4,33.84
6/16/23,7448,SHOW,175,41.2557,6886.07,4816.77,2069.3
6/16/23,2414,HOTEL,6,369.6183,2217.71,1712.64,275.91
6/16/23,7924,SHOW,2,49.53,99.06,62.4,36.66
6/16/23,748,HOTEL,75,123.3263,8459.15,6198.75,1454.66
6/16/23,602,SHOW,3,72.52,217.56,142.65,74.91
6/16/23,4300,HOTEL,86,118.8809,9547.88,7003.23,1607.65
6/16/23,743,HOTEL,3,132.805,421.67,306,75.9
6/16/23,786,HOTEL,10,190.4216,1923.06,1475.6,250.01
6/16/23,8018,SHOW,18,58.99,1046.36,750.48,295.88
6/16/23,7697,SHOW,32,83.7727,2610.91,1770.09,840.82
6/16/23,883,HOTEL,3,192.3733,577.12,449.74,67.2
6/16/23,716,HOTEL,9,96.9025,859.36,572.9,214.86
6/16/23,7586,SHOW,31,145.555,4575.43,3281.44,1293.99
6/16/23,81,SHOW,187,90.02,16721.87,12660.94,4060.93
6/16/23,6945,HOTEL,1,98.4,98.4,72.27,16.73
6/16/23,7836,SHOW,6,30.8,184.8,112.02,72.78
6/16/23,1555,HOTEL,2,480.9,961.8,721.06,144.26
6/16/23,778,HOTEL,432,147.2419,59137.33,43174.7,10186.04
6/16/23,783,HOTEL,14,232.835,3187.12,2445.57,414.32
6/16/23,1109,HOTEL,2,180.99,361.98,277.76,47.05
6/16/23,7286,SHOW,49,75.7429,3634.41,2661.74,972.67
6/16/23,7744,SHOW,10,54.08,513.14,324.1,189.04
6/16/23,6942,SHOW,10,72.34,723.4,469.6,253.8
6/16/23,7755,SHOW,6,64.6,384.05,242.4,141.65
6/16/23,1138,SHOW,184,43.7235,7586.1,4848,2738.1
6/16/23,710,HOTEL,1,109.69,109.69,78,21.94
6/16/23,7467,HOTEL,5,173.2808,878.21,697.1,87.83
6/16/23,7525,SHOW,480,146.0205,68265.1,52863.51,15401.59
6/16/23,600,SHOW,639,131.2406,82029.36,60048.7,21980.66
6/16/23,7658,SHOW,567,100.0533,54854.96,38475.35,16379.61
6/16/23,4369,HOTEL,76,186.1054,13579.2,10212.29,2000.52
6/16/23,2088,SHOW,31,40.9733,1191.09,706.28,484.81
6/16/23,804,HOTEL,102,109.4595,9699.39,6673.61,2132.85
6/16/23,5940,SHOW,174,106.4593,18218.74,13725.44,4493.3
6/16/23,7249,SHOW,117,129.8403,15450.16,11248.24,4201.92
6/16/23,741,HOTEL,21,104.1504,1870.11,1396.06,306.44
6/16/23,2087,SHOW,198,136.0326,26460.53,17832.74,8627.79
6/16/23,774,HOTEL,73,151.1436,10517.74,8070.79,1367.13
6/16/23,2062,HOTEL,3,473.3625,1485.28,1179,148.53
6/16/23,7470,SHOW,148,73.7874,10964.02,8147.66,2816.36
6/16/23,1906,SHOW,249,105.8153,24935.95,19117.89,5818.06
6/16/23,4153,SHOW,35,74.4642,2614.4,1706.35,908.05
6/16/23,7810,SHOW,28,38.156,827.5,582.97,244.53
6/16/23,7757,HOTEL,28,222.5074,5602.61,4345.32,675.88
6/16/23,7773,SHOW,34,75.3575,2400.1,1709.9,690.2
6/16/23,6940,HOTEL,3,111.865,358.2,263.11,60.89
6/16/23,926,SHOW,97,99.3161,9363.32,7006.7,2356.62
6/16/23,7853,SHOW,208,108.1446,22218.49,15321.55,6896.94
6/16/23,4078,SHOW,17,53.8385,924.89,587.55,337.34
6/16/23,1963,SHOW,28,75.9971,2074.14,1518.24,555.9
6/16/23,7774,SHOW,102,71.8755,7357.24,5201.17,2156.07
6/16/23,773,HOTEL,371,79.1056,28298.08,20960.89,4533.39
6/16/23,1787,SHOW,38,87.1064,3186.77,2377.68,809.09
6/16/23,7765,HOTEL,8,257.694,1938.51,1517.17,218.34
6/16/23,3802,SHOW,15,52.015,744.45,479.38,265.07
6/16/23,784,HOTEL,3,150.435,443.25,333.41,66.49
6/16/23,3480,SHOW,117,65.6879,6932.32,4513.26,2419.06
6/16/23,2032,HOTEL,7,96.5766,649.24,471.1,116.89
